id,title,text,time_created,link
119,李家超稱人才流失未見頂但不遠　強調香港仍可吸引人才,"李家超稱人才流失未見頂但不遠　強調香港仍可吸引人才

行政長官李家超表示，香港的人才流失未見頂，但亦不遠，強調香港有美貌、有智慧，即使世界審美眼光轉變，仍可吸引人才。他又形容，香港是多聲道社會，傳媒和政府部門各自表達立場，並非不好。李家超說，簡約公屋一般租住期5年，有信心住戶入住傳統公屋前，毋須再搬多次。

2022-10-23 18:55:39",2022-10-23 19:15:10,https://lihkg.com/thread/3189285/page/1
120,霍啟山：完善香港足球圈生態助「搶人才」,"摩洛哥在今屆世界盃歷史性殺入四強，為非洲球隊締造歷史一刻。筆者特別留意到，摩洛哥大軍名單中有不少球員並非土生土長，而是在歐洲不同國家成長，長大後再回流組成摩洛哥隊。這一方面與香港足球發展類同，一直以來香港都有不少青少年赴笈海外，並在當地接受足球深造訓練，在足球造詣有長足進步，獲得當地球會青睞。

當中表表者，可數目前正效力深圳的23歲中國國腳戴偉浚。戴偉浚年少時加入成為東方青年軍，其後隨家人移居英國，加入當地球會青訓學院，其後更在當地開展職業生涯，期間亦曾獲香港足球總會征召加入港隊出戰不同青少年國際賽事。故未來在體育運動方面，征召在外發展的香港青年回流，也是其中一個「搶人才」的發展方向，惟同步必須完善整個生態及發展階段，令青年看得見發展及上流機會，才有助他們選擇回流發展。

香港足球發展正在從低潮中找回上升的動力，包括再次打入亞洲盃、球會賽事亦穩定取得亞冠盃資格、本地球員外流屢見成績等，期待香港足球界攜手努力，未來再下一城，再次共同締造黃金時代。

作者霍啟山是香港足球總會副主席、東亞足球協會副會長。文章的內容僅代表作者個人觀點，不代表香港01立場。",2023-01-03 11:09:04,https://lihkg.com/thread/3266567/page/1
121,［民建聯人才濟濟］陳恆鑌：諾貝爾係姓諾！,,2018-02-02 10:34:13,https://lihkg.com/thread/547876/page/1
122,喜迎橫瀾島28人才入境,"今日(27日)清晨5時56分，有漁民駛經橫瀾島對開時，發現島上有人揮手求救，於是報案求助。執法部門船隻趕抵現場，登島了解後初步在島上尋獲28名孟加拉籍人士(19至48歲)，他們均未能出示有效身份證明文件，涉嫌「非法入境」被捕，現已被扣查，稍後將交由相關部門跟進。據報，報案漁民當時目擊部分人正登上一艘舢舨，未知是否有其他人蛇已離開橫瀾島。

今次是繼本周日(22日)及周三(25日)，第4次發現南亞裔人士懷疑非法入境香港，執法部門分別在果洲群島薯莨洲、流浮山后海灣一帶，以及萬宜水庫東壩，以涉嫌「非法入境」一共拘捕34名南亞人。




原文網址：橫瀾島28孟加拉人蛇揮手求救　本周第4宗非法入境案 | on.cc東網 | 港澳 https://hk.on.cc/hk/bkn/cnt/news/20231027/mobile/bkn-20231027065517943-1027_00822_001.html",2023-10-27 21:35:38,https://lihkg.com/thread/3538739/page/1
123,香港需要更多呢種人才,"陽具戴震蛋緊貼少女臀部 男醫生非禮罪成5.5判刑



曾於公立醫院任職的男醫生，去年4月把震蛋放置在自己陰莖附近，於港鐵車廂把陰莖貼近少女臀部，然後啟動震蛋，因此被控非禮。他否認控罪早前受審，作供時指自己不舉，辯稱把震蛋戴到陰莖是為了醫治此狀況。案件今日(4日)在西九龍裁判法院裁決。暫委裁判官王詠文認為女事主誠實可靠，明言戴震盪器不是犯法，但被告故意觸碰事主，事件並非意外，裁定被告罪成，決定先索取背景及社服令報告，押後至5月5日判刑，期間被告續准保釋。而涉案震蛋將充公。

29歲被告李永熙，被控於2022年4月15日，在一列深水埗站前往太子站的港鐵列車上非禮女子X。X案發時18歲，她在審訊時指，當日她在車廂感到左臀中間位置震動，維持10多秒。她感到不舒服，回頭就望見被告。之後她感到被告再貼近她，震動持續約3秒。拘捕被告的執法人員則指，當時被告穿着的風褸拉鏈底部濕了，有一攤漬，被告沒穿內褲，也沒拉褲鏈，直接露出陰莖。被告自辯時則呈上醫生證明承認自己不舉，稱把震蛋戴上陰莖是為了醫治不舉。

裁判官裁決時指，女事主證供清晰，實話實說，沒有誇大或迴避，裁定她是誠實可靠證人。而事主所感受的震動是斷續發生，法庭排除是因手機震動導致。考慮到被告及事主的高度、2人身處的位置，法庭認為震動正是被告的震盪器所造成，肯定被告是有意用下體貼着少女臀部。另外，證供顯示當時車廂雖然多人，但未算擠擁至「人貼人」程度，即使列車行駛期間，乘客或會擺動，被告如此接近事主仍屬不必要，裁定是次觸碰並非意外，而是被告故意選擇。臀部是敏感部位，被告行為意圖明顯屬猥褻侵犯，裁定被告罪名成立。辯方求情時指，事件不涉違反誠信，事發當時疫情嚴峻，被告曾自願去協助抗疫，冀法庭先為被告索取社會服務令報告才判刑。裁判官接納建議，但強調所有判刑選項都有可能，包括即時判監。

案件編號：WKCC 1235/2022

原文網址：陽具戴震蛋緊貼少女臀部 男醫生非禮罪成5.5判刑 | on.cc東網 | 港澳 https://hk.on.cc/hk/bkn/cnt/news/20230404/bkn-20230404163051912-0404_00822_001.html",2023-04-04 22:47:50,https://lihkg.com/thread/3352935/page/1
124,講忠心都算理想的人才,"任你手一揮我便跳進深海 
https://www.youtube.com/watch?v=pjjx90XY8JU",2023-03-28 04:04:25,https://lihkg.com/thread/3345812/page/1
125,香港缺人才，搞個鳩通才,"另一方面又叫人去大灣區尋求機遇

叫香港人走，咁咪可以入多幾才鳩才？
再入多幾幾個知法犯法， 又可以縮減人口

政府好野",2023-02-26 15:20:11,https://lihkg.com/thread/3317194/page/1
126,中国解放軍都搶緊人才,"2023/01/19 05:30

〔編譯張沛元／綜合報導〕隨著中國進入人口下降時代，中國國家主席習近平的「強國路線」，也因此蒙上一層陰影：出生率走跌，意味從軍或進入工廠的年輕人人數愈來愈少，危及中國的製造大國地位，以及在中美長期對抗上的優勢，但以習為首的領導班底迄今仍未能推出任何改善良方。

未來10年勞動力將減少9％

日本經濟新聞十八日報導，中國近六十年來首度人口下滑，凸顯其所面對的人口挑戰，影響層面除了身為全球經濟引擎的中國將更進一步缺工，中國軍事野心亦岌岌可危。中國的工作年齡人口（十五至六十四歲的人口）早在二○一六年登頂，隨即將至的中國嬰兒潮世代（一九六三年至一九七五年出生者）的退休潮，勢將令缺工問題更為緊迫。日經估計，中國未來十年將有二．三四億人屆齡退休，但僅一．六六億生力軍投入勞動市場，勞動力將減少九％。

中國在二○二一年改變生育政策，允許一對夫妻生育三個子女，但大城市高昂的育兒成本令「三胎政策」並未奏效。在此同時，中國結婚率去年恐創下連續第九年下滑紀錄。

中國製造業一直有缺工問題。一項針對九萬多家廠商的官方調查發現，四十四％廠商將徵才不易列為最大挑戰。在此同時，中國年輕人不願進工廠從事要求高又單調的工作、愈來愈多人擠進大學窄門改當白領，以及高房價與工作前景黯淡，讓年輕人拒絕拚搏只想「躺平」，在在危及中國的製造龍頭地位。對此，當局透過立法鼓勵培訓更多工程與護理專業人員，中央政府去年底還允許地方當局透過基礎設施債券募集資金，以建設職業學校。

共軍拍愛國片 誘青年從軍

就連中國人民解放軍也有招募問題，急缺研發與操作先進飛彈、航空母艦與戰鬥機的工程人員。去年八月的官媒報導指出，中國徵兵入伍年齡上限從廿四歲上修到廿六歲，並優先批准理工科大學生及「備戰打仗所需技能人才」。但在以獨生子女居多的中國，鮮少父母會願意讓受過良好教育的孩子放棄進大企業領高薪改去當兵。中國軍方為了搶人，只好狂打愛國牌，推出有如中國版「捍衛戰士」、描述戰鬥機飛行員的電影「長空之王」，盼能吸引年輕人從軍報國。

隨著美國重新聚焦印太地區、中國經濟減緩、人口減少，一些美國觀察家認為，可能會促使北京當局更快對台灣採取激烈行動。雖然掌握資源的家庭不會願意讓孩子從軍，華府智庫「美國企業研究所」（AEI）亞洲研究主任卜大年（Dan Blumenthal）認為，一旦習近平決定對台發動戰爭，獨生子女家庭的感受不會在他的考慮範圍內。

躺平即光榮！",2023-01-19 16:21:24,https://lihkg.com/thread/3282342/page/1
127,英格蘭算唔算人才輩出,"前面有癲佬前鋒夏撚
邊位有英格蘭美斯薩卡
中前場有英格蘭大衛施華科頓
中後場有全能中場比寧咸
後場有新七旋斬阿諾

全部都25歲樓下",2022-11-21 23:17:45,https://lihkg.com/thread/3220832/page/1
128,搶劫就有，未聽過搶人才！,,2022-10-19 17:45:35,https://lihkg.com/thread/3184800/page/1
129,高端人才配種雜合計劃,全香港最頂尖10%有無限交配及中出權。咁樣吸引人才有冇得諗？,2022-10-19 11:56:52,https://lihkg.com/thread/3184390/page/1
130,根本香港唔止人才短缺,其實就算係唔需要人才嘅普通工崗位都唔夠人手，引入外勞真係解決到呢個問題？,2022-10-18 13:24:57,https://lihkg.com/thread/3183472/page/1
131,7月1號 招聘大量人才！,"7月1日
招聘大量齋坐遊行（支持祖國活動）
男女都可以年齡不限
供應膳食和飲品檸檬茶汽水
人工2500元愛國公會
時間由7月1日中午12時至7月1日下午6時
吾可以睡覺,可玩手機，收工出糧
有意請留電話 whatsapp 傾",2017-06-23 22:47:02,https://lihkg.com/thread/295230/page/1
132,華納專出精英 人才濟濟,"有人妻收割機 又有專做人第三者嘅 
仲有冇？",2022-02-20 23:18:16,https://lihkg.com/thread/2894395/page/1
133,一表人才會唔會太垃圾,"聽完都唔知聽咗啲咩
佢哋啲曲真係唔知點樣作 作到好似人哋數白欖咁
唱嗰啲就算啦好似喺度講緊嘢咁
真係唔明點解會有人覺得好聽……….
你哋係咪將耳機插開垃圾桶？
@想磨吓",2021-11-24 03:16:12,https://lihkg.com/thread/2784240/page/1
134,東歐矽谷，人才紛紛出走,"東歐矽谷，人才紛紛出走

https://www.cup.com.hk/2021/07/29/belarus-flee-high-tech-talent/

抗爭過後，白羅斯政府從未放鬆打壓步伐，為避免政治鎮壓，出逃可能是其中一個方法。「華盛頓郵報」報道，數十家頂尖 IT 公司及數千名軟件工程師等已離開該國，將其專業知識帶到附近國家。白羅斯在流失大批科技人才後，或會改變東歐的技術版圖。

「華爾街日報」曾於 2016 年的報道中，形容白羅斯首都明斯克（Minsk）正崛起為「東歐矽谷」。軟件開發公司 EPAM、戰略遊戲開發公司 Wargaming、女性健康創科公司 Flo Health 及研發公司 Synesis Group 均在明斯克誕生。但現在，鄰近的烏克蘭、波蘭、立陶宛及拉脫維亞正提供便捷簽證或金融方案，吸引有意出逃的科技人才。

今年 4 月，白羅斯著名初創企業中心 Imaguru 遭政府關閉，疑因支持國內抗議活動而受到打壓。在 Imaguru 支持下初創的區塊鏈公司 DEIP 創辦人 Alex Shkor 透露：「我認識的公司創辦人，多數都已經離國，這幾乎是 IT 領域的所有人。」去年夏天，Shkor 和朋友、人工智能初創公司 MakeML 負責人 Alexei Korotkov 都參加了反盧卡申科示威，Korotkov 因此被判入獄，Shkor 則離開國家，前往波蘭。

白羅斯曾經是東歐的科技重鎮。報道指，全球金融機構原本希望盧卡申科能開放國家主導的經濟，擺脫對俄羅斯貸款及補貼的依賴。但科技精英流失後，當初外界期望的經濟轉型，或者已成泡影。BYSOL 基金會成員 Andrey Stryzhak 同樣表示，隨著盧卡申科加大力度搜捕獨立記者、學生及維權人士，科技人才最近幾週也加速外流。該組織於去年 8 月後成立，協助失去工作或出於政治原因逃離國家的人。Shkor 形容：「我和聯合創辦人有感自己可能成為下個打擊目標，所以盡快出逃。現在我們都是不能回國的流亡者。」

Aliaksei Frantskevich 現時是協助政治難民的白羅斯人危機中心（Belarusian Crisis Center）負責人。中心位於烏克蘭西部城市利沃夫（Lviv），每週均協助數十人逃離國家，求助者主要為 19 至 30 歲。Frantskevich 補充，約有 8 成居留於利沃夫的白羅斯人都是 IT 專家，其他人則前往首都基輔。不僅員工及專才，大企業也放棄了白羅斯，一位曾在當地管理近 700 名員工的 CEO 匿名表示：「多數有思考能力、有熱誠的白羅斯企業創辦人，都不支持國家走向絕對獨裁，也不滿國家每週都上演的恐怖事件。」

據烏克蘭數碼轉型部數字顯示，目前至少有 3,000 名白羅斯科技人員獲批簽證，並於當地工作。去年，波蘭投資貿易署亦向白羅斯 IT 從業員批出 4,000 多個簽證。署方報告稱，該國已有 30 家 IT 公司在波蘭設立辦事處，共聘有 1,800 名員工，投資額達 7,680 萬美元。立陶宛經濟與創新部的投資署 Invest Lithuania 發言人 Agne Rasciute 亦表示，有 41 家白羅斯公司在當地設立辦事處，另有數十家公司正在考慮。Rasciute 更透露，這些公司計劃將 2,000 多名 IT 專家及其家人遷至當地。

不過，盧卡申科對此經濟支柱的摧毁並不在意。報道指，他指責 IT 企業家煽動抗議活動，又將個人企業家的稅收從 9% 提升至 13%。Stryzhak 認為，大批人才流失，已對國家構成無法挽回的損失，「白羅斯 IT?? 中心的形象已被完全破壞，該國也不會再有任何大規模投資。」趕絕人才，得益者自然是鄰國。白羅斯資訊科技新聞網站 dev.by 負責人表示，其他獲得人才的國家「不只吸收更多人，還創造就業，為國家覓得資金和機會，有助建立新型經濟」。",2021-07-29 08:27:04,https://lihkg.com/thread/2639097/page/1
135,想為黨挽留人才就入嚟,"上個 post: [英美澳加紐]五眼國家安全篤灰link
- 分享自 LIHKG 討論區
https://lih.kg/2120715

為左國家安全記得篤灰
大家可以cap定screen，準備定資料先
另外有狗朋友都可以準備定証據
知佢攪移民就可以做嘢啦

當然，毋忘初衷
光復香港 時代革命
幫手足幫手足幫手足
打國際線打國際線打國際線
五眼黃圈五眼黃圈五眼黃圈
希望推到有機會特赦己判刑手足

手足有更新請update

英國間碟MI5: https://www.gov.uk/report-suspicious-activity-to-mi5
英國移民局:https://www.amsallegations.homeoffice.gov.uk/default.aspx/RenderForm/?F.Name=Lf62UB7cz4C

https://www.mi5.gov.uk/modal_forms/nojs/webform/363

https://www.gov.uk/report-immigration-crime

美國間碟FBI: https://www.fbi.gov/tips
美國移民局: https://www.uscis.gov/report-fraud

澳洲間碟ASIS: https://www.asio.gov.au/counter-espionage.html
澳洲移民局: https://www.homeaffairs.gov.au/help-and-support/departmental-forms/online-forms/border-watch

加拿大間碟CSIS: https://www.canada.ca/en/security-intelligence-service/corporate/reporting-national-security-information.html
加拿大移民局: https://www.canada.ca/en/immigration-refugees-citizenship/services/protect-fraud/report-fraud.html

紐西蘭NZSIS: https://www.nzsis.govt.nz
紐西蘭移民局: https://www.immigration.govt.nz/about-us/policy-and-law/integrity-of-the-immigration-system/immigration-fraud",2020-12-22 20:21:22,https://lihkg.com/thread/2336223/page/1
136,如何在軟件台招募人才,"由於成日都有人想係軟件台搵IT狗做野 而呢啲po經常被負評 所以想講下一啲招募人才既最低行文要求

留意返
1. 呢份係初稿 歡迎bid side同ask side一齊討論 之後會基於大家既意見更新 同pin
2. 跟足行文要求唔代表唔會比人屌
例如可能你寫清楚晒啲野 但大家仍覺得價太低而圍屌咁
不過你無合理原因唔跟行文要求 就一定比人屌
3. 呢份野無TLDR

適用範圍
呢個行文要求適用於
1. 全職/兼職雇員招募
2. 單次服務提供者招募
3. 合伙人/股東招募

必要元素
招募告示必須具備以下元素

1. 招募對象要做啲咩
1a. 如果你有少量tech底 請寫明招募對象需要有啲咩技能 同埋寫project scope 
1b. 如果你唔識寫1a 請略略寫你個story 唔需要你寫啲咩好「商業秘密」既野 但一定要略略寫end user會點用舊野 去比讀者自行判斷要啲咩技能去做啲咩

2. 你比到咩比招募對象
2a. 招募雇員/服務提供者 請寫出你既筆直range 唔需要寫到實數 但必須有1 significant digit既約數
2b. 招募合伙人/股東 請寫出current head count, expected head count after 6 months, 分到幾多股份比招募對象(1 significant digit約數) 條team有啲咩分工 每種分工佔股份幾多(eg. 所有美術加埋3成 所有tech加埋3成 所有sales加埋4成)

3. 聯絡方法
你要主動提供聯絡方法 而非要求招募對象留tg

唔跟會點
比人屌你唔識寫實用文 返去讀返DSE",2020-06-30 14:20:27,https://lihkg.com/thread/2085970/page/1
137,走 = 人才 資金走 = 香港玩完？,"香港人冇武裝唔夠同中共鬥 又冇能力劫獄救獄中手足 所以留喺度冇用 只可以慢慢等香港被完全赤化
係咪咁理解？",2020-07-05 14:37:48,https://lihkg.com/thread/2095002/page/1
138,求精通網絡Proxy(代理)人才,留底聯絡方法想請教你地啲野,2019-09-30 03:03:41,https://lihkg.com/thread/1603830/page/1
139,削軍費失人才　意外頻生,"https://hk.news.appledaily.com/international/daily/article/20180930/20511339

2018年09月30日 

削軍費失人才　意外頻生




今次F35（圖）出墜機意外，其實對留意美國軍事消息的人或許全不意外。近年美國海軍陸戰隊航空意外大增八成，類似趨勢亦在海軍及空軍出現，有不少人歸咎於早幾年逐步下降的軍費及人才流失。

美國海軍陸戰隊航空事故數字上升由2013年開始，由56宗上升至去年的101宗，大部份都是最低級的C級事故。該年亦是自動削減預算計劃開始生效的一年，數據顯示海軍陸戰隊自2013年開始減少飛行時數，旗下的攻擊直升機、戰鬥機等在2017年的飛行時數，比2013年少6萬小時。

同時該部隊亦削減維修人員及具經驗的監察員。海軍陸戰隊稱未有證據顯示削減預算與事故增多有關，但有軍事分析員認為飛行資歷下跌是導致事故增加的原因。官方數字指海軍陸戰隊的飛行員每月有14至16個小時飛行時數，但有現役飛行員指這「完全是廢話」，並表示「未被配置的小隊30日內平均飛行時數只得3.5小時」。



來年國防預算終提升

然而減軍費情況已扭轉，來年美國國防預算是多年來首次增加，達7,160億美元（5.58萬億港元）。國防部長馬蒂斯承諾會將資源用於解決事故增加的問題，惟有軍官表示問題非一朝一夕可解決。

美國《華盛頓郵報》  


上一則
上一則
造價7.8億史上最貴飛行訓練出事　美F35戰機首墜毀機師彈出列A級事故

下一則
下一則
共和黨人突轉軚　卡瓦納提名表決押後",2018-09-30 17:00:26,https://lihkg.com/thread/842364/page/1
140,有關優秀人才計劃一問,"係咪專開放俾以下四類人

首要條件 流利大陸狗話，大陸種證明

生活無憂 / 憂柴憂米既黎呃綜援

斷手斷腳扮哂蟹既大種乞兒黎揾飯食

東莞收皮後 / 畢業既移戰香港既大陸雞

乜柒都唔識，拎住張大陸犬隻大學證書搏大霧既大陸閪

定係真係叫憂瘦淫柴計劃？？？",2018-08-28 17:27:35,https://lihkg.com/thread/797126/page/1
141,幾冇自信既人才信鬼神？,又係一個較聰明人（大師）蠢人（迷信者）既世界。,2018-03-06 22:15:49,https://lihkg.com/thread/582888/page/1
142,年薪百萬，人才湧向中國,"https://www.youtube.com/watch?v=xzoZwFwVM-o&t=15s

https://kknews.cc/zh-hk/tech/bgaaq6.html

本文來自digitimes，感謝原作者付謝謝。

大陸IC設計業者過去對於向台系晶片廠借將興致勃勃，然近來大陸人才挖角動作已明顯轉至美國矽谷，不少大陸晶片業者提供矽谷晶片研發工程師年薪達人民幣100萬元條件，並提供房屋住宿，這樣的薪資水準其實已完全不輸給美國矽谷當地IC設計業者，對於矽穀人才相當有吸引力，業者憂心隨着矽谷晶片人才湧向大陸，未來恐將加深台系晶片廠遭邊緣化的壓力。
大陸半導體產業在國家強力金援推助下，積極發展自主技術並在全球尋覓研發人才，近期大陸晶片業者相中近年來裁員潮不斷的美國矽谷研發人才，不斷祭出最新優惠的招募人才協議，並成功吸引不少晶片研發人才轉進大陸效力。

晶片業者透露，目前大陸晶片廠提供的矽穀人才招募條件，通常是1簽3年，或可以1年1簽，逾10年經驗的晶片研發工程師年薪平均可達人民幣100萬元，不僅提供房屋住宿，每年還可允休兩次長假回美國探親，以這樣的薪資水準，研發工程師家庭可繼續留在矽谷生活，這讓不少矽谷晶片人才趨之若鶩。

晶片業者坦言，其實年薪人民幣100萬元的水準，放眼矽谷已完全不輸給當地IC設計公司，就算是在台灣，亦相當於聯發科協理級以上等級的待遇。面對目前美國矽穀人才紛紛群聚在蘋果(Apple)、Facebook、亞馬遜(Amazon)、Google及Tesla等重量級明星企業的情況下，不少矽谷晶片工程師有意另尋出路、轉進大陸發展。


事實上，過去大陸比較喜歡挖角台灣IC設計產業人才，由於台灣人才通常能為大陸晶片廠快速建立一定的戰績，有效帶來業績及訂單貢獻，符合大陸晶片廠急速擴張市場版圖的需求，然因台灣在法令、營業機密等規範趨嚴，加上兩岸關係冷卻，近期大陸晶片廠人才招募動作，明顯從台灣轉至美國矽谷。

近10年來大陸網路世代起飛，製造產業快速興起，如今大陸全力推展半導體產業自主化，半導體業者認為，大陸每次在特定科技產業興起，背後經常有北美科技業人才擔任強力後盾，由於包括高通(Qualcomm)、英特爾(Intel)等美系大廠紛進行大手筆裁員，矽谷晶片人才已成為大陸業者招兵買馬的重要標的。

半導體業者指出，過去台灣半導體產業亦曾大舉招攬海外技術人才及留學生，甚至同樣祭出人才獨自來台、家庭仍留在海外的招募策略，吸引居住在海外的技術人才，這些往事依舊曆歷在目。然現今在兩岸搶人才大戰，大陸明顯已居於上風，業者憂心未來台灣IC設計公司被邊緣化的壓力日增。",2017-03-14 14:18:06,https://lihkg.com/thread/155533/page/1
143,【搶人才】一家人最緊要齊齊整整,,2023-07-04 12:43:48,https://lihkg.com/thread/3433339/page/1
144,孫玉菡：「人才通行證計劃」，九成獲批；未有提及多少屬高端人才！,"勞工及福利局局長孫玉菡指，「高端人才通行證計劃」已收到五千多份申請，形容本港是「好品牌」、仍具吸引力，但未有提及有多少屬高端的在職人才。


《施政報告》提出「高端人才通行證計劃」搶人才。勞工及福利局局長孫玉菡指，截至昨日收到5,300份申請，已處理4,000宗個案，當中逾九成獲批。

https://news.tvb.com/tc/local/63c2374965400b012654b57f/%E6%B8%AF%E6%BE%B3-%E5%AD%AB%E7%8E%89%E8%8F%A1%E7%A8%B1%E6%9A%AB%E6%94%B6%E9%80%BE%E4%BA%94%E5%8D%83%E4%BB%BD%E9%AB%98%E7%AB%AF%E4%BA%BA%E6%89%8D%E9%80%9A%E8%A1%8C%E8%AD%89%E8%A8%88%E5%8A%83%E7%94%B3%E8%AB%8B%E7%84%A1%E6%8F%90%E5%8F%8A%E5%9C%A8%E8%81%B7%E9%AB%98%E7%AB%AF%E4%BA%BA%E6%89%8D%E6%95%B8%E7%9B%AE",2023-01-14 16:51:59,https://lihkg.com/thread/3277654/page/1
145,陳國基與孫玉菡出席大灣區人才大會 內地科研及法律等六類人才 即日起可申辦港澳人才簽注,"內地科研及法律等六類人才，即日起可申辦港澳人才簽注。政務司司長陳國基表示新措施便利兩地人才交流。

政務司司長陳國基與勞工及福利局局長孫玉菡到廣州出席粵港澳大灣區人才大會。

陳國基稱大會體現三地緊密合作關係，亦顯示對人才的高度重視。而內地即日起，在大灣區內地城市試點實施港澳人才簽注政策。

陳國基相信將便利內地人才到香港進行科研、文教等交流，期望能進一步探討，推進大灣區的人才互聯互通。

https://news.now.com/home/local/player?newsId=508012",2023-02-20 12:58:46,https://lihkg.com/thread/3311291/page/1
146,李家超：有信心每年招攬三萬五千名人才,"行政長官李家超表示，香港具競爭力、吸引力，但不應抱着有麝自然香的態度，應在外推廣香港擁有的優勢。他在施政報告推出多項新措施，相信可達到每年引入35,000名人才的目標。

李家超今日在記者會闡述施政報告內容時說，香港經歷由亂到治、由治及興的關鍵期，除了自身優勢，也有許多新機遇，加上當局在外招攬人才的新政策範圍較以往擴大許多，對吸引人才抱有信心。

政府建議推出高端人才通行證計劃，向合資格人才發兩年通行證，過去一年年薪達250萬元、畢業於全球百強大學並在近五年有三年或以上工作經驗者可獲發通行證。

他又指，政府也推出措施為企業度身訂造落戶計劃，包括提供土地、稅務、財政安排、員工子女教育、住宿等特別配套。

李家超說，香港有自身優勢，長遠吸引力不會變，決定來港的人士講求發展機會，新舉措強化現有吸引力，相信能吸引人才。

引進企業方面，施政報告建議成立共同投資基金，引進和投資落戶香港的企業，李家超說，基金旨在扶持香港長遠發展，會有諮詢委員會評估企業的潛質，包括對香港是否最有利、有招徠效應、具宣傳作用等，最終投資決定以香港整體利益為依歸，並不純為賺錢。

https://www.news.gov.hk/chi/2022/10/20221019/20221019_174549_992.html",2022-11-05 15:46:57,https://lihkg.com/thread/3203442/page/1
147,移民潮導致人才流失 社會到處隱藏危險,"啲飛炒到過萬一張 舞台工程竟然咁兒戲 暴露香港自移民潮出現後 人才流失情況嚴重
社會倒退 問題日積月累 到處隱藏致命危險

電梯 升降機 招牌 咩都可以出事
專業服務質素大幅下降 香港唔再安全
以後出親街都要擔驚受怕
一係加入移民大軍 一係出少啲街",2022-07-29 12:32:37,https://lihkg.com/thread/3092380/page/1
148,警隊人手空缺達18% 調整薪級點 挽留人才,,2022-05-03 16:59:21,https://lihkg.com/thread/2990338/page/1
149,人才大落跑！香港外籍銀行高管流失2倍,"人才大落跑！香港外籍銀行高管流失2倍


香港金融地位今非昔比。（示意圖，歐新社資料照）

〔財經頻道／綜合報導〕香港歷經中國政治鎮壓後，又祭出嚴格的清零防疫政策，造成外籍高管進不來，簽證核批數量比疫情少了75%，人才全跑光，亞州金融中心地位搖搖欲墜。一位已經收拾包包走人的英籍高管說，嚴苛的隔離措施，真的不適合商人；還有金融業者透露，高管流失比疫情前高出2倍，根本是「外資企業的世界末日」。大型銀行前CEO更直言，香港的價值雖還不到歸零狀態，金融地位今非昔比。

《金融時報》報導，幾十年來，香港一直是許多外資在中國開展業務的跳板，這樣的地位正在徹底改變，香港已成為中國的城市。困擾外資企業的除了政治問題外，還有防疫封鎖措施。

根據港府統計，外國專業人士的簽證批准數量已從 2019 年的 4萬多份，驟降至 2021 年前 9 個月的 1萬多份。外籍人士對防疫隔離措施非常不耐，五星級酒店現在就像一座戒備森嚴的豪華監獄，引爆人才大量流失。

香港一家全球銀行負責人說，外籍人士都在談論「我們所知道的香港已死」，香港已經失去吸引力，近期高管人員流失是正常年份的2倍。

香港大型銀行的前CEO也透露，嚴格的防疫措施導致更多外籍人士離開，香港或中國的高管加速掌控所有關鍵職位，這是一個本土化過程，「我看不到任何解決方法」。

這位銀行前CEO直言，企業想找香港和中國人才並不困難，但隨著時間的推移，將使香港/中國業務失去與美國或其他地方的總部之間的聯繫，「香港的價值不會歸零」，金融中心地位則遭質疑。",2022-01-16 12:01:27,https://lihkg.com/thread/2848183/page/1
150,招募人才，唔同嘅人可以入下黎,希望可以揾到唔同嘅人，學生，上班一族,2019-12-01 10:28:44,https://lihkg.com/thread/1764184/page/1
151,香港人才服務辦公室開幕　陳國基：香港是人才之都優勢仍穩固,"https://news.rthk.hk/rthk/ch/component/k2/1725638-20231030.htm

政府成立的「香港人才服務辦公室」今日正式開幕，政務司司長陳國基主持開幕禮。

他說，現時全球人才爭奪激烈，今年行政長官的施政報告繼續全力搶人才、留人才。新成立的「香港人才服務辦公室」將全力支援來港或有興趣來港的人才，適應在港生活，以及子女的教育等。

陳國基說，本港招攬人才的進展，遠超原定每年至少引入35000名人才的目標。他說，特區政府透過各種措施，積極從世界各地吸納人才，例如高端人才通行證計劃，以及為多項入境計劃拆牆鬆綁下，今年首9個月共收到16萬個申請，當中10萬個已獲批准，其中6萬名人才已來港。

陳國基說，香港雖然經過黑暴及世紀疫情，但在自身深厚根基、憑「一國兩制」集合國家與環球優勢，香港是人才之都的優勢仍然穩固。",2023-10-31 14:27:08,https://lihkg.com/thread/3541703/page/1
152,香港人才服務辦公室開幕　陳國基：香港是人才之都優勢仍穩固,"政府成立的「香港人才服務辦公室」今日正式開幕，政務司司長陳國基主持開幕禮。

他說，現時全球人才爭奪激烈，今年行政長官的施政報告繼續全力搶人才、留人才。新成立的「香港人才服務辦公室」將全力支援來港或有興趣來港的人才，適應在港生活，以及子女的教育等。

陳國基說，本港招攬人才的進展，遠超原定每年至少引入35000名人才的目標。他說，特區政府透過各種措施，積極從世界各地吸納人才，例如高端人才通行證計劃，以及為多項入境計劃拆牆鬆綁下，今年首9個月共收到16萬個申請，當中10萬個已獲批准，其中6萬名人才已來港。

陳國基說，香港雖然經過黑暴及世紀疫情，但在自身深厚根基、憑「一國兩制」集合國家與環球優勢，香港是人才之都的優勢仍然穩固。

https://news.rthk.hk/rthk/ch/component/k2/1725638-20231030.htm",2023-10-30 17:08:28,https://lihkg.com/thread/3540947/page/1
